# SDWIS MI Active CWS to County Crosswalk
# Generated as a one-shot from EPA-published SDWA bulk download.
# Source zip: https://echo.epa.gov/files/echodownloads/SDWA_latest_downloads.zip
# File last-modified: 2026-04-08
# Snapshot: SUBMISSIONYEARQUARTER = 2026Q1
# Authoring date: 2026-06-27
#
# Filter: PRIMACY_AGENCY_CODE=MI; PWS_ACTIVITY_CODE=A; PWS_TYPE_CODE=CWS;
#         AREA_TYPE_CODE=CN; ANSI_ENTITY_CODE matches Michigan county FIPS
#
# Conservation check:
#   active MI CWS total                      : 1377
#   distinct PWSIDs with >=1 county row      : 1377
#   distinct PWSIDs unmappable               : 0
#   mapped + unmappable                      : 1377 (== total, ok)
#   crosswalk rows (PWS-county pairs)        : 1378
#   multi-county PWS (rows duplicate PWSID)  : 1
#
# Caveats from the findings doc (sdwis-feasibility.md):
#   1. Denominator universe for the (c) metric is MI residents on a
#      community water system (~7.43M), NOT all MI residents (~10.14M).
#   2. The "active" violation-status pairing (Unaddressed + Addressed) is
#      AccessMI methodology, not EPA-attributable. See findings doc Q3.
#   3. Multi-county PWS need an apportionment rule chosen by the
#      integration PR. One PWS (MI0005970 SCHOOLCRAFT) is flagged below
#      via is_multi_county=true and appears as 2 rows.
#
# This file does not render in the app. No source-count change. No tile.
pwsid,pws_name,population_served,county_fips,county_name,is_multi_county
MI0001652,COUNTRY VILLAGE APARTMENTS,80,143,Roscommon,false
MI0001768,DEERFIELD VILLA,72,143,Roscommon,false
MI0002124,EMERY PINES,50,143,Roscommon,false
MI0003145,LAKESHORE EAST CONDOMINIUMS,84,143,Roscommon,false
MI0003237,HOUGHTON HEIGHTS MANOR,50,143,Roscommon,false
MI0003238,HOUGHTON LAKE TIMBER APTS.,48,143,Roscommon,false
MI0004053,MAPLE GROVE APARTMENTS,28,143,Roscommon,false
MI0005810,"ROSCOMMON, VILLAGE OF",1075,143,Roscommon,false
MI0005905,SANDHILL MANOR,148,143,Roscommon,false
MI0007062,WHITE DEER VILLAGE,20,143,Roscommon,false
MI0040431,LAKEVIEW TRAILER PARK,70,143,Roscommon,false
MI0040432,NORTH SHORE TRAILER PARK,68,143,Roscommon,false
MI0040435,WHISPERING OAKS MHP,40,143,Roscommon,false
MI0063635,KING NURSING & REHABILITATION COMMUNITY,61,143,Roscommon,false
MI0000088,ALBEE TOWNSHIP,411,145,Saginaw,false
MI0000720,"BIRCH RUN, VILLAGE OF",1555,145,Saginaw,false
MI0000722,BIRCH RUN TOWNSHIP,2080,145,Saginaw,false
MI0000798,BLUMFIELD-REESE WATER AUTH.,3024,145,Saginaw,false
MI0000840,BRIDGEPORT TOWNSHIP,10104,145,Saginaw,false
MI0000980,BUENA VISTA TOWNSHIP,8676,145,Saginaw,false
MI0001160,CARROLLTON TOWNSHIP,6103,145,Saginaw,false
MI0001380,"CHESANING, VILLAGE OF",2394,145,Saginaw,false
MI0002420,"FRANKENMUTH, CITY OF",4944,145,Saginaw,false
MI0002425,FRANKENMUTH TOWNSHIP,1389,145,Saginaw,false
MI0002470,TITTABAWASSEE TOWNSHIP,9227,145,Saginaw,false
MI0003110,HEMLOCK/RICHLAND TOWNSHIP,1632,145,Saginaw,false
MI0003475,JAMES TOWNSHIP,2023,145,Saginaw,false
MI0003667,KOCHVILLE TOWNSHIP,4695,145,Saginaw,false
MI0004276,"MERRILL, VILLAGE OF",695,145,Saginaw,false
MI0005850,"SAGINAW, CITY OF",44058,145,Saginaw,false
MI0005860,SAGINAW CHARTER TOWNSHIP,40840,145,Saginaw,false
MI0006210,SPAULDING TOWNSHIP,2153,145,Saginaw,false
MI0006260,"ST. CHARLES, VILLAGE OF",2054,145,Saginaw,false
MI0006502,SWAN CREEK TOWNSHIP,2023,145,Saginaw,false
MI0006552,TAYMOUTH TOWNSHIP,2033,145,Saginaw,false
MI0006580,THOMAS TOWNSHIP,11931,145,Saginaw,false
MI0007280,"ZILWAUKEE, CITY OF",1534,145,Saginaw,false
MI0040438,FREELAND MOBILE HOME PARK,280,145,Saginaw,false
MI0040441,PARKWOOD,58,145,Saginaw,false
MI0040443,STODDARD MOBILE HOME COURT,285,145,Saginaw,false
MI0000930,BROWN CITY,1316,151,Sanilac,false
MI0001180,"CARSONVILLE, VILLAGE OF",527,151,Sanilac,false
MI0001690,"CROSWELL, CITY OF",2447,151,Sanilac,false
MI0001760,"DECKERVILLE, VILLAGE OF",830,151,Sanilac,false
MI0002356,FORESTER TOWNSHIP,950,151,Sanilac,false
MI0002360,FORESTVILLE VILLAGE OF,836,151,Sanilac,false
MI0003850,"LEXINGTON, VILLAGE OF",1025,151,Sanilac,false
MI0003856,WORTH TOWNSHIP,3854,151,Sanilac,false
MI0004110,"MARLETTE, CITY OF",1875,151,Sanilac,false
MI0004410,"MINDEN CITY, VILLAGE OF",197,151,Sanilac,false
MI0005220,"PECK, VILLAGE OF",632,151,Sanilac,false
MI0005500,"PORT SANILAC, VILLAGE OF",623,151,Sanilac,false
MI0005920,"SANDUSKY, CITY OF",2679,151,Sanilac,false
MI0005925,SANILAC TOWNSHIP,674,151,Sanilac,false
MI0040446,PINE TERRACE ESTATES,80,151,Sanilac,false
MI0040447,SANDPIPER ESTATES,215,151,Sanilac,false
MI0040448,HURON BAY RESORT,140,151,Sanilac,false
MI0040449,SUNSET MOBILE HOME PARK,263,151,Sanilac,false
MI0040591,COUNTRY HILL PINES,174,151,Sanilac,false
MI0040615,BUEL HILL ESTATES (DBA EAGLES LANDING),400,151,Sanilac,false
MI0002625,GERMFASK TOWNSHIP,200,153,Schoolcraft,false
MI0004040,MANISTIQUE,3197,153,Schoolcraft,false
MI0005970,SCHOOLCRAFT,1405,153,Schoolcraft,true
MI0005991,SENEY TOWNSHIP,100,153,Schoolcraft,false
MI0000370,"BANCROFT, VILLAGE OF",616,155,Shiawassee,false
MI0001020,"BYRON, VILLAGE OF",581,155,Shiawassee,false
MI0001640,"CORUNNA, CITY OF",2028,155,Shiawassee,false
MI0001900,"DURAND, CITY OF",3446,155,Shiawassee,false
MI0003131,HIDDEN GLEN APARTMENTS,50,155,Shiawassee,false
MI0003946,LOOKING GLASS TERRACES APTS.,31,155,Shiawassee,false
MI0004700,"NEW LOTHROP, VILLAGE OF",610,155,Shiawassee,false
MI0005039,ORCHARD PLACE MANOR APARTMENTS,120,155,Shiawassee,false
MI0005120,"OWOSSO, CITY OF",16353,155,Shiawassee,false
MI0005280,"PERRY, CITY OF",2065,155,Shiawassee,false
MI0040450,COUNTRYSIDE VILLAGE,490,155,Shiawassee,false
MI0040451,LAKEVIEW ESTATES,380,155,Shiawassee,false
MI0040452,MOON LAKE ESTATES,190,155,Shiawassee,false
MI0040453,NORTHWOODS COMMUNITY,238,155,Shiawassee,false
MI0040454,EVERGREEN PLEASANT VALLEY TRAILER PARK,94,155,Shiawassee,false
MI0040455,WOODS AND FIELDS COMMUNITIES WEST,185,155,Shiawassee,false
MI0040456,QUIET COVE TRAILER PARK,70,155,Shiawassee,false
MI0040457,COUNTRY MANOR,87,155,Shiawassee,false
MI0040458,ALAN'S PARK - DURAND,41,155,Shiawassee,false
MI0040639,WOODS AND FIELDS COMMUNITIES EAST,528,155,Shiawassee,false
MI0040643,MORRICE MEADOWS,258,155,Shiawassee,false
MI0000110,"ALGONAC, CITY OF",4110,147,St. Clair,false
MI0001008,BURTCHVILLE TOWNSHIP,2900,147,St. Clair,false
MI0001110,"CAPAC, VILLAGE OF",1775,147,St. Clair,false
MI0001450,CLAY TOWNSHIP,9866,147,St. Clair,false
MI0001493,CLYDE TOWNSHIP,2400,147,St. Clair,false
MI0001650,COTTRELLVILLE TOWNSHIP,3200,147,St. Clair,false
MI0001905,DUNRENTIN HEIGHTS SUBDIVISION,81,147,St. Clair,false
MI0002385,FORT GRATIOT TOWNSHIP,11616,147,St. Clair,false
MI0003390,IRA TOWNSHIP,6510,147,St. Clair,false
MI0003628,KIMBALL TOWNSHIP,5170,147,St. Clair,false
MI0004090,MARINE CITY,4652,147,St. Clair,false
MI0004160,"MARYSVILLE, CITY OF",9959,147,St. Clair,false
MI0004230,"MEMPHIS, CITY OF",1084,147,St. Clair,false
MI0005480,"PORT HURON, CITY OF",33800,147,St. Clair,false
MI0005490,PORT HURON TOWNSHIP,10654,147,St. Clair,false
MI0006270,"ST. CLAIR, CITY OF",5485,147,St. Clair,false
MI0006282,ST. CLAIR TOWNSHIP,3270,147,St. Clair,false
MI0006284,ST. CLAIR WATER AND SEWER AUTHORITY,5847,147,St. Clair,false
MI0007230,"YALE, CITY OF",1900,147,St. Clair,false
MI0040464,PINEWOOD ON THE LAKE MHP,950,147,St. Clair,false
MI0040466,SUNRISE MHP,120,147,St. Clair,false
MI0001000,BURR OAK,828,149,St. Joseph,false
MI0001310,CENTREVILLE,1579,149,St. Joseph,false
MI0001540,COLON,1190,149,St. Joseph,false
MI0001600,CONSTANTINE,2075,149,St. Joseph,false
MI0002657,GLEN OAKS COMMUNITY COLLEGE,1233,149,St. Joseph,false
MI0003943,LOCKPORT TOWNSHIP,1778,149,St. Joseph,false
MI0004240,MENDON,920,149,St. Joseph,false
MI0006440,STURGIS,11920,149,St. Joseph,false
MI0006610,THREE RIVERS,7905,149,St. Joseph,false
MI0007070,WHITE PIGEON,1640,149,St. Joseph,false
MI0040469,HICKORY LANE MOBILE HOME PARK,80,149,St. Joseph,false
MI0040470,MEMORY LANE MOBILE HOME PARK,340,149,St. Joseph,false
MI0040471,KLINES RESORT,398,149,St. Joseph,false
MI0040472,MICHIANA MOBILE HOME PARK,100,149,St. Joseph,false
MI0040474,SWEET LAKE MOBILE HOME PARK,80,149,St. Joseph,false
MI0040476,GOLDEN POND ESTATES,102,149,St. Joseph,false
MI0040477,WASHBURN LAKE VILLAGE MHP,108,149,St. Joseph,false
MI0000070,AKRON,402,157,Tuscola,false
MI0000072,AKRON TOWNSHIP,219,157,Tuscola,false
MI0001130,"CARO, CITY OF",5029,157,Tuscola,false
MI0001220,"CASS CITY, VILLAGE OF",2428,157,Tuscola,false
MI0002520,"GAGETOWN, VILLAGE OF",388,157,Tuscola,false
MI0003660,"KINGSTON, VILLAGE OF",440,157,Tuscola,false
MI0004180,"MAYVILLE, VILLAGE OF",950,157,Tuscola,false
MI0004400,"MILLINGTON, VILLAGE OF",1072,157,Tuscola,false
MI0006730,"UNIONVILLE, VILLAGE OF",508,157,Tuscola,false
MI0006780,"VASSAR, CITY OF",2697,157,Tuscola,false
MI0007134,WISNER AREA WATER SYSTEM,504,157,Tuscola,false
MI0040480,WOOD VALLEY,348,157,Tuscola,false
MI0040481,PINE CREST MOBILE HOME PARK,208,157,Tuscola,false
MI0040482,CARO RIVERVIEW MHP LLC,175,157,Tuscola,false
MI0040484,EVERGREEN ESTATES,145,157,Tuscola,false
MI0000380,BANGOR,2000,159,Van Buren,false
MI0000796,GENERAL WHITE APARTMENTS,50,159,Van Buren,false
MI0001661,COVERT TOWNSHIP,1805,159,Van Buren,false
MI0001750,DECATUR,1838,159,Van Buren,false
MI0002195,LANTERN BAY TREATMENT CENTER,52,159,Van Buren,false
MI0002680,GOBLES,800,159,Van Buren,false
MI0003070,HARTFORD,2688,159,Van Buren,false
MI0003820,LAWRENCE,1045,159,Van Buren,false
MI0003830,LAWTON,1900,159,Van Buren,false
MI0004177,MATTAWAN,2550,159,Van Buren,false
MI0005209,PAW PAW APTS - WEST MAPLE LAKE,40,159,Van Buren,false
MI0005210,PAW PAW,3362,159,Van Buren,false
MI0006101,SOUTH HAVEN AREA WATER & SEWER AUTHORITY,9133,159,Van Buren,false
MI0006508,SWIFT LAKE FARMS,60,159,Van Buren,false
MI0040488,COUNTRY HOLIDAY ESTATES,148,159,Van Buren,false
MI0040490,PROSPECT MANOR MHC,94,159,Van Buren,false
MI0040491,PORT OF CALL - WEST,105,159,Van Buren,false
MI0040494,PHELPS MOBILE HOME VILLA,98,159,Van Buren,false
MI0040495,RUSH LAKE MHP/CAMPGROUND,41,159,Van Buren,false
MI0040496,SHADY BROOK MOBILE HOME PARK,50,159,Van Buren,false
MI0040497,THREE MILE LAKE TRAILER PARK,112,159,Van Buren,false
MI0040498,VIKING RIVER MOBILE HOME PARK,55,159,Van Buren,false
MI0040500,WHISPERING PINES ESTATES,125,159,Van Buren,false
MI0040501,WOLF LAKE ESTATES,99,159,Van Buren,false
MI0040606,MITCHELL BROTHERS MOBILE HOME PARK,122,159,Van Buren,false
MI0040668,APPLEWOOD,75,159,Van Buren,false
MI0060675,MEADOW WOODS N/R CENTER,78,159,Van Buren,false
MI0000215,ANDELINA FARMS,750,161,Washtenaw,false
MI0000220,ANN ARBOR,123851,161,Washtenaw,false
MI0000221,ANN ARBOR TOWNSHIP,1338,161,Washtenaw,false
MI0000321,AUGUSTA TOWNSHIP,3907,161,Washtenaw,false
MI0000322,AUSTIN COMMONS II,280,161,Washtenaw,false
MI0000430,BARTON HILLS,450,161,Washtenaw,false
MI0001370,CHELSEA,5474,161,Washtenaw,false
MI0001397,CHESTNUT HILLS,813,161,Washtenaw,false
MI0001631,COPPER MEADOWS,128,161,Washtenaw,false
MI0001810,DEXTER,4500,161,Washtenaw,false
MI0003001,HARBOR COVE APARTMENTS,288,161,Washtenaw,false
MI0003940,LOCH ALPINE SANITARY AUTHORITY,1506,161,Washtenaw,false
MI0004020,MANCHESTER,2150,161,Washtenaw,false
MI0004380,MILAN,7363,161,Washtenaw,false
MI0005360,PITTSFIELD TOWNSHIP,24500,161,Washtenaw,false
MI0005900,SALINE,9158,161,Washtenaw,false
MI0005901,SALINE VALLEY FARMS,375,161,Washtenaw,false
MI0005977,SCIO TOWNSHIP,8500,161,Washtenaw,false
MI0006074,"SISTERS OF MARY, MOTHER OF EUCHARIST",100,161,Washtenaw,false
MI0006325,ST. LOUIS CENTER,56,161,Washtenaw,false
MI0006490,SUPERIOR TOWNSHIP,6830,161,Washtenaw,false
MI0006531,SYLVAN TOWNSHIP,263,161,Washtenaw,false
MI0006594,THORNTON FARMS,1188,161,Washtenaw,false
MI0007035,WESTBROOK APARTMENTS,330,161,Washtenaw,false
MI0007099,VILLAGE AT EAGLE GARDENS,193,161,Washtenaw,false
MI0007260,YPSILANTI COMMUNITY UTILITY AUTHORITY,53988,161,Washtenaw,false
MI0040503,ORCHARD GROVE,725,161,Washtenaw,false
MI0040504,PLEASANT LAKE PARK LLC,60,161,Washtenaw,false
MI0040594,NORTHFIELD ESTATES,1620,161,Washtenaw,false
MI0040657,NORTHVILLE CROSSING,1890,161,Washtenaw,false
MI0040663,RIVER RIDGE - SALINE,720,161,Washtenaw,false
MI0067101,REGENCY AT WHITMORE LAKE,190,161,Washtenaw,false
MI0000130,ALLEN PARK,28210,163,Wayne,false
MI0000580,BELLEVILLE,3964,163,Wayne,false
MI0000940,BROWNSTOWN TOWNSHIP,33194,163,Wayne,false
MI0001100,CANTON TOWNSHIP,99627,163,Wayne,false
MI0001730,DEARBORN,109976,163,Wayne,false
MI0001740,DEARBORN HEIGHTS,57774,163,Wayne,false
MI0001800,DETROIT CITY OF,633218,163,Wayne,false
MI0002050,ECORSE,9170,163,Wayne,false
MI0002300,FLAT ROCK,10541,163,Wayne,false
MI0002550,GARDEN CITY,27625,163,Wayne,false
MI0002630,GIBRALTAR,4997,163,Wayne,false
MI0002838,GREAT LAKES WATER AUTHORITY,0,163,Wayne,false
MI0002870,GROSSE ILE TOWNSHIP,10788,163,Wayne,false
MI0002880,"GROSSE POINTE, CITY OF",5421,163,Wayne,false
MI0002890,GROSSE POINTE FARMS,9757,163,Wayne,false
MI0002900,GROSSE POINTE PARK,11555,163,Wayne,false
MI0002910,GROSSE POINTE SHORES,2929,163,Wayne,false
MI0002920,GROSSE POINTE WOODS,16135,163,Wayne,false
MI0002970,HAMTRAMCK,22413,163,Wayne,false
MI0003020,HARPER WOODS,14236,163,Wayne,false
MI0003140,HIGHLAND PARK,8977,163,Wayne,false
MI0003320,HURON TWP,15879,163,Wayne,false
MI0003360,INKSTER,25076,163,Wayne,false
MI0003870,LINCOLN PARK,38144,163,Wayne,false
MI0003930,LIVONIA,96942,163,Wayne,false
MI0004220,MELVINDALE,12851,163,Wayne,false
MI0004830,NORTHVILLE,6119,163,Wayne,false
MI0004845,NORTHVILLE TOWNSHIP,32103,163,Wayne,false
MI0005400,PLYMOUTH,9132,163,Wayne,false
MI0005420,PLYMOUTH TOWNSHIP,27524,163,Wayne,false
MI0005640,REDFORD TOWNSHIP,49504,163,Wayne,false
MI0005690,RIVER ROUGE,7224,163,Wayne,false
MI0005710,RIVERVIEW,12486,163,Wayne,false
MI0005750,ROCKWOOD,3240,163,Wayne,false
MI0005785,ROMULUS,23989,163,Wayne,false
MI0006170,SOUTHGATE,30047,163,Wayne,false
MI0006460,SUMPTER TOWNSHIP,9576,163,Wayne,false
MI0006545,TAYLOR,63409,163,Wayne,false
MI0006650,TRENTON,18544,163,Wayne,false
MI0006770,VAN BUREN TOWNSHIP,27359,163,Wayne,false
MI0006950,WAYNE,17593,163,Wayne,false
MI0007040,WESTLAND,85420,163,Wayne,false
MI0007180,WOODHAVEN,12941,163,Wayne,false
MI0007210,WYANDOTTE,25883,163,Wayne,false
MI0000970,"BUCKLEY, VILLAGE OF",529,165,Wexford,false
MI0001030,"CADILLAC, CITY OF",10355,165,Wexford,false
MI0001258,CEDAR CREEK TOWNSHIP,124,165,Wexford,false
MI0003018,HARING CHARTER TOWNSHIP,839,165,Wexford,false
MI0003728,LAKE MITCHELL CONDOMINIUM ASSOCIATION,25,165,Wexford,false
MI0004050,"MANTON, CITY OF",1287,165,Wexford,false
MI0004310,"MESICK, VILLAGE OF",397,165,Wexford,false
MI0061700,CURRY HOUSE ASSISTED LIVING CENTER,76,165,Wexford,false
